1000;1000;5;5;1000;1000;65;65;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;4;6;1000;1000;64;66;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;3;7;1000;1000;63;67;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;2;8;1000;1000;62;68;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;1;9;1000;1000;61;69;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;0;10;1000;1000;60;70;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;3;3;11;1000;75;59;71;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;2;4;1000;1000;58;72;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;1;5;1000;1000;57;73;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;0;6;1000;1000;56;74;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;3;7;1000;1000;55;75;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;2;8;1000;1000;54;76;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;1;9;1000;1000;53;77;1000;1000;1000;1000;1000;1000;1000;1000:U
1000;1000;0;10;1000;1000;52;78;1000;1000;1000;1000;1000;1000;1000;1000:U
1000;1000;3;11;1000;1000;51;79;1000;1000;1000;1000;1000;1000;1000;1000:U
1000;1000;2;12;1000;1000;50;80;1000;1000;1000;1000;1000;1000;1000;1000:U
1000;1000;1;13;1000;1000;49;81;1000;1000;1000;1000;1000;1000;1000;1000:U
1000;1000;0;14;1000;1000;48;82;1000;1000;1000;1000;1000;1000;1000;1000:U
3;1000;3;15;71;1000;47;83;1000;1000;1000;1000;1000;1000;1000;1000:U
2;4;1000;1000;70;48;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:U
1;5;1000;1000;69;49;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:U
0;6;1000;1000;68;50;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:U
3;7;1000;1000;67;51;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:U
2;8;1000;1000;66;52;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:U
1;9;1000;1000;65;53;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:L
0;10;1000;1000;64;54;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:L
3;11;1000;1000;63;55;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:L
2;12;1000;1000;62;56;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:L
1;13;1000;1000;61;57;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:L
0;14;1000;1000;60;58;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;15;3;59;1000;59;59;119;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;2;16;1000;1000;58;60;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;1;17;1000;1000;57;61;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;0;18;1000;1000;56;62;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;3;19;1000;1000;55;63;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;2;20;1000;1000;54;64;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;1;21;1000;1000;53;65;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;0;22;1000;1000;52;66;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;3;23;1000;1000;51;67;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;2;24;1000;1000;50;68;1000;1000;1000;1000;1000;1000;1000;1000:L
1000;1000;1;25;1000;1000;49;69;1000;1000;91;87;1000;1000;1000;1000:L
1000;1000;0;26;1000;1000;48;70;1000;1000;89;87;1000;1000;1000;1000:L
1000;1000;3;27;1000;1000;47;71;1000;1000;87;87;1000;1000;1000;1000:L
1000;1000;2;28;1000;1000;46;72;1000;1000;85;87;1000;1000;1000;1000:L
1000;1000;1;29;1000;1000;45;73;1000;1000;83;87;1000;1000;1000;1000:L
1000;1000;0;30;1000;1000;44;74;1000;1000;81;87;1000;1000;1000;1000:L
1000;1000;3;31;1000;1000;43;75;1000;1000;79;87;1000;1000;1000;1000:L
1000;1000;2;32;1000;1000;42;76;1000;1000;77;87;1000;1000;1000;1000:L
1000;1000;1;33;1000;1000;41;77;1000;1000;75;87;1000;1000;1000;1000:L
1000;1000;0;34;1000;1000;40;78;1000;1000;73;87;1000;1000;1000;1000:L
1000;1000;3;35;1000;1000;39;79;1000;1000;71;87;1000;1000;1000;1000:L
1000;1000;2;36;1000;1000;38;80;1000;1000;69;87;1000;1000;1000;1000:L
1000;1000;1;37;1000;1000;37;81;1000;1000;67;87;1000;1000;1000;1000:U
1000;1000;0;38;1000;1000;36;82;1000;1000;65;87;1000;1000;1000;1000:U
3;3;1000;39;79;35;1000;83;63;111;1000;87;1000;1000;1000;1000:U
2;4;1000;1000;78;36;1000;1000;61;87;1000;1000;1000;1000;1000;1000:U
1;5;1000;1000;77;37;1000;1000;59;87;1000;1000;1000;1000;1000;1000:U
0;6;1000;1000;76;38;1000;1000;57;87;1000;1000;1000;1000;1000;1000:U
3;7;1000;1000;75;39;1000;1000;55;87;1000;1000;1000;1000;1000;1000:U
2;8;1000;1000;74;40;1000;1000;53;87;1000;1000;1000;1000;1000;1000:U
1;9;1000;1000;73;41;1000;1000;51;87;1000;1000;1000;1000;1000;1000:U
0;10;1000;1000;72;42;1000;1000;49;87;1000;1000;1000;1000;1000;1000:U
3;11;1000;1000;71;43;1000;1000;47;87;1000;1000;1000;1000;1000;1000:U
2;12;1000;1000;70;44;1000;1000;45;87;1000;1000;1000;1000;1000;1000:U
1;13;1000;1000;69;45;1000;1000;43;87;1000;1000;1000;1000;1000;1000:U
0;14;1000;1000;68;46;1000;1000;41;87;1000;1000;1000;1000;1000;1000:U
3;15;24;59;67;47;72;115;55;87;96;39;1000;1000;1000;1000:U
2;16;1000;1000;66;48;1000;1000;55;39;1000;1000;1000;1000;1000;1000:U
1;17;1000;1000;65;49;1000;1000;55;39;1000;1000;1000;1000;1000;1000:U
0;18;1000;1000;64;50;1000;1000;53;39;1000;1000;1000;1000;1000;1000:U
3;19;1000;1000;63;51;1000;1000;51;39;1000;1000;1000;1000;1000;1000:U
2;20;1000;1000;62;52;1000;1000;49;39;1000;1000;1000;1000;1000;1000:U
1;21;1000;1000;61;53;1000;1000;47;39;1000;1000;1000;1000;1000;1000:U
0;22;1000;1000;60;54;1000;1000;45;39;1000;1000;1000;1000;1000;1000:U
3;23;1000;1000;59;55;1000;1000;43;39;1000;1000;1000;1000;1000;1000:U
2;24;1000;1000;58;56;1000;1000;41;39;1000;1000;1000;1000;1000;1000:U
1;25;1000;1000;57;57;1000;1000;39;39;1000;1000;1000;1000;1000;1000:U
0;26;1000;1000;56;58;1000;1000;37;39;1000;1000;1000;1000;1000;1000:U
3;27;1000;1000;55;59;1000;1000;35;39;1000;1000;1000;1000;1000;1000:U
2;28;1000;1000;54;60;1000;1000;33;39;1000;1000;1000;1000;1000;1000:U
1;29;1000;1000;53;61;1000;1000;31;39;1000;1000;1000;1000;1000;1000:U
0;30;1000;1000;52;62;1000;1000;29;39;1000;1000;1000;1000;1000;1000:U
3;31;1000;1000;51;63;1000;1000;27;39;1000;1000;1000;1000;1000;1000:U
2;32;1000;1000;50;64;1000;1000;25;39;1000;1000;1000;1000;1000;1000:U
1;33;1000;1000;49;65;1000;1000;23;39;1000;1000;1000;1000;1000;1000:U
0;34;1000;1000;48;66;1000;1000;21;39;1000;1000;1000;1000;1000;1000:U
3;35;1000;1000;47;67;1000;1000;19;39;1000;1000;1000;1000;1000;1000:U
2;36;1000;1000;46;68;1000;1000;17;39;1000;1000;1000;1000;1000;1000:U
1;37;1000;1000;45;69;1000;1000;15;39;1000;1000;1000;1000;1000;1000:U
0;38;1000;1000;44;70;1000;1000;13;39;1000;1000;1000;1000;1000;1000:U
3;39;1000;35;43;71;1000;91;87;39;1000;11;1000;1000;1000;1000:U
2;36;1000;1000;42;72;1000;1000;85;11;1000;1000;1000;1000;1000;1000:U
1;37;1000;1000;41;73;1000;1000;83;11;1000;1000;1000;1000;1000;1000:U
0;38;1000;1000;40;74;1000;1000;81;11;1000;1000;1000;1000;1000;1000:U
3;39;1000;1000;39;75;1000;1000;79;11;1000;1000;1000;1000;1000;1000:U
2;40;1000;1000;38;76;1000;1000;77;11;1000;1000;1000;1000;1000;1000:U
1;41;1000;1000;37;77;1000;1000;75;11;1000;1000;1000;1000;1000;1000:U
0;42;1000;1000;36;78;1000;1000;73;11;1000;1000;1000;1000;1000;1000:U
3;43;1000;1000;35;79;1000;1000;71;11;1000;1000;1000;1000;1000;1000:U
2;44;1000;1000;34;80;1000;1000;69;11;1000;1000;1000;1000;1000;1000:U
1;45;1000;1000;33;81;1000;1000;67;11;1000;1000;1000;1000;1000;1000:U
0;46;1000;1000;32;82;1000;1000;65;11;1000;1000;1000;1000;1000;1000:U
3;47;24;1000;31;83;56;1000;63;11;76;1000;1000;1000;1000;1000:U
2;25;1000;1000;30;57;1000;1000;61;11;1000;1000;1000;1000;1000;1000:U
1;26;1000;1000;29;58;1000;1000;59;11;1000;1000;1000;1000;1000;1000:U
